gid,priority_score,reason,request
100000006492770100,0.54421156,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000000555721100,0.54336861,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000001554432100,0.54329054,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000003497735100,0.54302176,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000003037660100,0.54275437,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000006532229100,0.54264875,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000002963189100,0.54250215,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000007020162100,0.54234424,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000001961048100,0.54223165,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000001009583100,0.54191284,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000005031696100,0.54190673,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000004410489100,0.54181772,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000002550141100,0.54173204,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000002836736100,0.54155397,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000007939160100,0.54153282,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000005897462100,0.54148432,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000000979923100,0.54135764,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000003292191100,0.54113965,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000001346560100,0.54100884,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000002877262100,0.54053982,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000006534886100,0.54039458,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000001194266100,0.54033371,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000003476560100,0.54033371,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000004692798100,0.5400983,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000001384826100,0.53978095,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000002193259100,0.53903403,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000002622822100,0.53876334,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000001524952100,0.53869999,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000004750321100,0.53868672,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000001837130100,0.53863248,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000006866783100,0.53837021,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000008376089100,0.53812239,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000008295429100,0.53805836,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000001275752100,0.53798083,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000004889043100,0.53789305,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000006445501100,0.53782841,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000000297649100,0.53759896,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000003102157100,0.53666984,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000005342513100,0.53666686,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000001541418100,0.53642165,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000002380341100,0.53623146,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000005142589100,0.53610767,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000002236528100,0.53603891,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000000933075100,0.53574277,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000008634520100,0.53542967,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000002454724100,0.53521482,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000003112436100,0.53418997,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000001379511100,0.53395983,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000006745291100,0.53387664,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000003724440100,0.53383898,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000002126791100,0.53374393,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000004076740100,0.53344392,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000000945428100,0.53323494,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000002954780100,0.53308033,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000002356167100,0.53304383,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000007653003100,0.53292217,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000000375150100,0.53283633,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000008729597100,0.53261026,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000003001661100,0.53243429,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000003060187100,0.53240751,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000004698193100,0.53240403,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000002556775100,0.53193992,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000006530134100,0.53166291,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000008545727100,0.53123583,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000004318918100,0.5309755,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000002849158100,0.53087013,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000008701256100,0.53076541,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000007749092100,0.53041243,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000004508696100,0.52987983,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000003154105100,0.52970556,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000004670388100,0.52950726,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000005142492100,0.52948696,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000002934441100,0.52907655,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000001726614100,0.5290337,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000003044431100,0.52884511,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000005075949100,0.52804377,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000002890167100,0.52761201,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000002530224100,0.52732364,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000002891765100,0.52607533,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000002489253100,0.5259982,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000008259451100,0.52561908,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000001853812100,0.52545474,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000006111442100,0.52534511,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000001851289100,0.52525027,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000001714413100,0.52496454,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000000942301100,0.5248241,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000001411870100,0.52459082,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000005767403100,0.52455172,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000003149149100,0.52391796,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000000440392100,0.52376645,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000006169033100,0.52330522,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000002884708100,0.52216912,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000000733451100,0.52215963,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000004722765100,0.52207151,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000003147719100,0.5220151,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000008459449100,0.5216009,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000001052789100,0.52088,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000008070101100,0.52078893,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000004424023100,0.5202881,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000001329153100,0.52026586,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000008443341100,0.5200073,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000002511825100,0.51997844,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000004360785100,0.51980412,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000000607941100,0.51926432,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000000802149100,0.51811801,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000006562026100,0.51743099,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000004917367100,0.51738561,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000008472324100,0.51722745,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000003917461100,0.5169555,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000002755292100,0.51685685,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000008568512100,0.51596998,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000002845605100,0.51541307,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000002435265100,0.51496002,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000002621434100,0.51493094,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000002774456100,0.5149181,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000002671326100,0.51472929,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000006638021100,0.51460697,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000003899325100,0.51444993,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000004984689100,0.51431346,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000008238112100,0.51425315,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000007689942100,0.51372478,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000008172352100,0.51341744,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000004336228100,0.51328037,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000002872399100,0.51283837,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000002600345100,0.51257138,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000003622955100,0.51249724,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000002700161100,0.51249401,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000000795374100,0.51211968,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000003711830100,0.51211968,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000008731444100,0.51151012,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000008752616100,0.51144141,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000001934935100,0.51094173,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000001550388100,0.5101179,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000006687202100,0.5101179,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000003718715100,0.50970653,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000001131403100,0.50925494,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000005382566100,0.50920043,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000002581346100,0.50908896,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000003971049100,0.50906189,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000001227106100,0.50870584,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000007754369100,0.50869437,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000004200745100,0.5086617,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000008405209100,0.50854159,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000006952718100,0.50848716,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000004066647100,0.50818237,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000002842321100,0.50762646,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000003220685100,0.50688791,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000007745062100,0.50684161,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000006248077100,0.50668151,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000002778085100,0.50584908,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000005222360100,0.5055097,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000002686226100,0.50542298,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000008043184100,0.50541228,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000001046626100,0.50539891,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000002459240100,0.50539891,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000003486970100,0.50539891,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000004006327100,0.50486672,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000001471706100,0.50405251,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000004331458100,0.50391552,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000004183610100,0.50368426,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000001724740100,0.50367277,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000008625905100,0.50366093,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000005612411100,0.5036196,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000005183943100,0.50356393,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000004657034100,0.50329027,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000004527381100,0.5032727,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000005911352100,0.50276678,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000004399686100,0.50261314,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000008603331100,0.50247922,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000004586598100,0.50140266,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000003164661100,0.50139994,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000001805543100,0.50088929,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000008175078100,0.50055607,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000001053894100,0.49989316,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000008422226100,0.49938211,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000003235780100,0.49929339,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000000490383100,0.4989415,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000003004487100,0.49808787,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000007507343100,0.49798696,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000001246806100,0.49798555,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000003470579100,0.49796191,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000002670860100,0.49779968,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000007330432100,0.49770053,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000005272139100,0.49721906,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000001222245100,0.49693874,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000000769919100,0.49657566,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000003134474100,0.49643501,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000004144536100,0.49643469,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000002860934100,0.49614913,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000008469048100,0.49539756,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000008517061100,0.49493379,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000001065234100,0.4947241,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000008730238100,0.49470957,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000008137435100,0.49444866,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000003242795100,0.49431502,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000008730021100,0.4942304,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000004601193100,0.49408831,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000004035925100,0.49378093,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000002257794100,0.493609,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000000913911100,0.49309893,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000008333492100,0.49304015,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000003760160100,0.49286745,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000002753146100,0.49276276,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000002722108100,0.49264407,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000002748761100,0.49246345,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000005893892100,0.4924086,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000006894637100,0.49231636,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000005042822100,0.49206875,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000003696422100,0.49180524,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000001616816100,0.49130616,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000003692843100,0.49128347,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000008121806100,0.49104368,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000003647799100,0.49085144,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000002748532100,0.49073006,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000001745217100,0.49053382,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000008254069100,0.49048871,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000002481974100,0.4900128,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000002032323100,0.48999587,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000001960517100,0.48940632,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000002015633100,0.48907633,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000008136608100,0.48896276,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000003125997100,0.48879718,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000008647905100,0.4882232,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000005815602100,0.48795618,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000007841978100,0.48771567,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000008461217100,0.48744675,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000003025903100,0.48734668,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000007511780100,0.48734177,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000008183752100,0.48728906,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000002284426100,0.48724264,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000003247600100,0.48671568,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000008695157100,0.48615007,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000008669310100,0.48612196,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000004390333100,0.48601592,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000004475818100,0.48574985,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000002653948100,0.48573014,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000005711521100,0.48571647,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000003985389100,0.48553723,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000004500781100,0.48551268,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000008758168100,0.48542499,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000003603979100,0.48521283,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000004655046100,0.48510772,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000008638859100,0.48500326,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000006381453100,0.4849408,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000002308091100,0.48479997,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000003888197100,0.48471191,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000001439416100,0.48460346,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000000343175100,0.48443304,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000006308406100,0.48442522,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000002933386100,0.48441839,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000008701944100,0.48425621,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000008376785100,0.48406158,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000000733940100,0.48397666,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000000803368100,0.48343294,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000008221765100,0.4832404,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000004722630100,0.48310831,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000001378288100,0.48284324,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000002922000100,0.48281843,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000005616568100,0.48252802,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000008168850100,0.48240144,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000000190228100,0.48195564,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000001530709100,0.48188928,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000008531133100,0.48184037,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000003528285100,0.48176195,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000000926078100,0.48169132,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000004744306100,0.48159413,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000007511163100,0.48131397,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000001835625100,0.48131382,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000004386286100,0.48070016,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000003037476100,0.48054578,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000004591973100,0.47997181,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000003610172100,0.47994762,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000002194320100,0.47994386,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000006232642100,0.47989063,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000001929088100,0.47983069,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000002773323100,0.47942473,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000001299828100,0.47931452,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000001317336100,0.47930056,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000002594214100,0.47925737,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000002824176100,0.4788674,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000002540033100,0.47800737,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000008471634100,0.47772136,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000004840086100,0.47744619,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000004610802100,0.47705607,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000005602999100,0.4768459,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
